origin,asylum_residence,time,displaced_population
afg,lka,2008,6
afg,lka,2009,3
afg,lka,2011,6
afg,lka,2012,6
afg,lka,2013,23
afg,lka,2014,122
afg,lka,2015,232
afg,lka,2016,186
afg,lka,2017,191
afg,lka,2018,180
afg,ltu,1997,1
afg,ltu,1998,25
afg,ltu,1999,28
afg,ltu,2000,50
afg,ltu,2001,119
afg,ltu,2002,123
afg,ltu,2003,105
afg,ltu,2004,98
afg,ltu,2005,100
afg,ltu,2006,96
afg,ltu,2007,97
afg,ltu,2008,98
afg,ltu,2009,103
afg,ltu,2010,110
afg,ltu,2011,134
afg,ltu,2012,152
afg,ltu,2013,178
afg,ltu,2014,232
afg,ltu,2015,214
afg,ltu,2016,214
afg,ltu,2017,221
afg,ltu,2018,242
afg,lux,2009,11
afg,lux,2010,16
afg,lux,2013,34
afg,lux,2014,51
afg,lux,2015,259
afg,lux,2016,275
afg,lux,2017,113
afg,lux,2018,158
afg,lva,2001,1
afg,lva,2002,1
afg,lva,2003,1
afg,lva,2004,1
afg,lva,2005,1
afg,lva,2006,1
afg,lva,2007,1
afg,lva,2008,9
afg,lva,2009,23
afg,lva,2010,41
afg,lva,2011,40
afg,lva,2012,31
afg,lva,2013,29
afg,lva,2014,40
afg,lva,2015,69
afg,lva,2016,54
afg,lva,2017,66
afg,lva,2018,67
afg,mac,2009,1
afg,mac,2010,1
afg,mac,2011,1
afg,mac,2012,1
afg,mac,2013,1
afg,mac,2014,1
afg,mac,2015,1
afg,mar,2000,8
afg,mar,2001,8
afg,mar,2002,8
afg,mar,2003,8
afg,mar,2010,8
afg,mar,2011,8
afg,mar,2012,1
afg,mar,2013,1
afg,mar,2014,1
afg,mar,2015,2
afg,mar,2016,2
afg,mda,2000,16
afg,mda,2001,14
afg,mda,2002,12
afg,mda,2003,10
afg,mda,2004,9
afg,mda,2005,13
afg,mda,2006,14
afg,mda,2007,12
afg,mda,2008,12
afg,mda,2009,17
afg,mda,2010,21
afg,mda,2011,21
afg,mda,2012,16
afg,mda,2013,23
afg,mda,2014,23
afg,mda,2015,26
afg,mda,2016,27
afg,mda,2017,26
afg,mda,2018,24
afg,mdg,2014,2
afg,mdg,2015,2
afg,mdg,2016,4
afg,mdg,2017,4
afg,mex,1997,7
afg,mex,1998,4
afg,mex,1999,9
afg,mex,2000,10
afg,mex,2001,9
afg,mex,2002,7
afg,mex,2003,3
afg,mex,2004,1
afg,mex,2006,1
afg,mex,2007,1
afg,mex,2008,1
afg,mex,2009,1
afg,mex,2010,2
afg,mex,2011,3
afg,mex,2012,8
afg,mex,2013,8
afg,mex,2014,8
afg,mex,2015,8
afg,mex,2016,8
afg,mex,2017,6
afg,mkd,2000,1
afg,mkd,2001,1
afg,mkd,2002,1
afg,mkd,2003,1
afg,mkd,2004,1
afg,mkd,2005,1
afg,mkd,2006,1
afg,mkd,2007,1
afg,mkd,2009,2
afg,mkd,2010,29
afg,mkd,2011,207
afg,mkd,2012,216
afg,mkd,2013,362
afg,mkd,2014,559
afg,mkd,2015,2
afg,mkd,2016,5
afg,mkd,2017,4
afg,mlt,2001,8
afg,mlt,2002,8
afg,mlt,2003,8
afg,mlt,2004,8
afg,mlt,2005,8
afg,mlt,2006,8
afg,mlt,2007,8
afg,mlt,2008,8
afg,mlt,2009,9
afg,mlt,2010,9
afg,mlt,2011,1
afg,mlt,2016,8
afg,mlt,2017,6
afg,mne,2013,2
afg,mne,2016,21
afg,mng,2011,2
afg,mng,2012,3
afg,mng,2013,1
afg,mng,2014,3
afg,mng,2015,5
afg,mng,2016,5
afg,mng,2017,4
afg,moz,2000,1
afg,moz,2001,1
afg,moz,2002,1
afg,moz,2003,1
afg,moz,2004,1
afg,moz,2005,1
afg,moz,2006,1
afg,moz,2007,1
afg,moz,2008,1
afg,moz,2009,2
afg,moz,2010,2
afg,moz,2011,2
afg,moz,2012,2
afg,moz,2013,2
afg,moz,2014,2
afg,moz,2015,2
afg,mrt,2016,7
afg,mrt,2017,7
afg,mrt,2018,8
afg,mys,1993,6
afg,mys,1994,12
afg,mys,1995,24
afg,mys,1996,42
afg,mys,1997,55
afg,mys,1998,66
afg,mys,1999,55
afg,mys,2000,62
afg,mys,2001,122
afg,mys,2002,49
afg,mys,2003,29
afg,mys,2004,53
afg,mys,2005,84
afg,mys,2006,85
afg,mys,2007,191
afg,mys,2008,527
afg,mys,2009,544
afg,mys,2010,506
afg,mys,2011,436
afg,mys,2012,464
afg,mys,2013,325
afg,mys,2014,396
afg,mys,2015,509
afg,mys,2016,706
afg,mys,2017,1187
afg,mys,2018,1717
afg,nga,2013,5
afg,nga,2014,5
afg,nga,2015,5
afg,nga,2016,5
afg,nga,2017,5
afg,nga,2018,5
afg,nld,1992,610
afg,nld,1993,1003
afg,nld,1994,2050
afg,nld,1995,3644
afg,nld,1996,7830
afg,nld,1997,12003
afg,nld,1998,15958
afg,nld,1999,20256
afg,nld,2000,34560
afg,nld,2001,33918
afg,nld,2002,31707
afg,nld,2003,30226
afg,nld,2004,28695
afg,nld,2005,26770
afg,nld,2006,22812
afg,nld,2007,17317
afg,nld,2008,13491
afg,nld,2009,10992
afg,nld,2010,8241
afg,nld,2011,7170
afg,nld,2012,7599
afg,nld,2013,6269
afg,nld,2014,6543
afg,nld,2015,8163
afg,nld,2016,7463
afg,nld,2017,6618
afg,nld,2018,6805
afg,nor,1997,63
afg,nor,1998,158
afg,nor,1999,559
afg,nor,2000,1098
afg,nor,2001,1799
afg,nor,2002,2284
afg,nor,2003,3309
afg,nor,2004,3693
afg,nor,2005,4080
afg,nor,2006,4918
afg,nor,2007,3599
afg,nor,2008,5269
afg,nor,2009,7671
afg,nor,2010,7645
afg,nor,2011,7411
afg,nor,2012,6942
afg,nor,2013,6182
afg,nor,2014,6006
afg,nor,2015,11760
afg,nor,2016,9021
afg,nor,2017,7108
afg,nor,2018,6259
afg,npl,1989,50
afg,npl,1990,90
afg,npl,1993,3
afg,npl,1994,1
afg,npl,1995,2
afg,npl,1996,8
afg,npl,1997,3
afg,npl,1998,3
afg,npl,1999,3
afg,npl,2001,1
afg,npl,2008,2
afg,npl,2009,3
afg,npl,2010,2
afg,npl,2011,2
afg,npl,2012,2
afg,npl,2013,16
afg,npl,2014,67
afg,npl,2015,69
afg,npl,2016,59
afg,npl,2017,57
afg,npl,2018,55
afg,nru,2012,66
afg,nru,2013,72
afg,nru,2014,81
afg,nru,2015,48
afg,nru,2016,48
afg,nru,2017,81
afg,nru,2018,86
afg,nzl,1995,4
afg,nzl,1996,5
afg,nzl,1997,5
afg,nzl,1998,5
afg,nzl,1999,142
afg,nzl,2000,181
afg,nzl,2001,434
afg,nzl,2002,562
afg,nzl,2003,629
afg,nzl,2004,1148
afg,nzl,2005,1266
afg,nzl,2006,962
afg,nzl,2007,166
afg,nzl,2008,171
afg,nzl,2009,173
afg,nzl,2010,186
afg,nzl,2011,60
afg,nzl,2012,44
afg,nzl,2013,34
afg,nzl,2014,37
afg,nzl,2015,45
afg,nzl,2016,46
afg,nzl,2017,62
afg,nzl,2018,47
afg,omn,2001,16
afg,omn,2002,16
afg,omn,2003,16
afg,omn,2004,16
afg,pak,1979,400000
afg,pak,1980,1428230
afg,pak,1981,2375330
afg,pak,1982,2877480
afg,pak,1983,2900000
afg,pak,1984,2500000
afg,pak,1985,2729910
afg,pak,1986,2878100
afg,pak,1987,3156000
afg,pak,1988,3254393
afg,pak,1989,3272290
afg,pak,1990,3272290
afg,pak,1991,3273000
afg,pak,1992,2987000
afg,pak,1993,1476876
afg,pak,1994,1155658
afg,pak,1995,1353274
afg,pak,1996,1340390
afg,pak,1997,1284500
afg,pak,1998,1293000
afg,pak,1999,1291834
afg,pak,2000,2076773
afg,pak,2001,2205821
afg,pak,2002,2795817
afg,pak,2003,1511932
afg,pak,2004,1722049
afg,pak,2005,1548091
afg,pak,2006,1189094
afg,pak,2007,2402597
afg,pak,2008,2056885
afg,pak,2009,1793414
afg,pak,2010,2011171
afg,pak,2011,1755584
afg,pak,2012,1724383
afg,pak,2013,1652423
afg,pak,2014,1523363
afg,pak,2015,1625161
afg,pak,2016,1737882
afg,pak,2017,1395851
afg,pak,2018,1408533
afg,pan,2009,4
afg,pan,2010,4
afg,pan,2011,5
afg,pan,2012,3
afg,pan,2013,10
afg,pan,2014,9
afg,pan,2015,9
afg,pan,2016,9
afg,pan,2017,6
afg,pan,2018,6
afg,phl,1993,13
afg,phl,1995,5
afg,phl,1996,5
afg,phl,1997,6
afg,phl,1998,6
afg,phl,1999,6
afg,phl,2000,6
afg,phl,2003,1
afg,phl,2009,2
afg,phl,2010,2
afg,phl,2011,3
afg,phl,2012,4
afg,phl,2013,5
afg,phl,2014,5
afg,phl,2015,6
afg,phl,2016,14
afg,phl,2017,18
afg,phl,2018,20
afg,png,2008,1
afg,png,2009,2
afg,png,2010,1
afg,png,2011,1
afg,png,2012,14
afg,png,2013,52
afg,png,2014,96
afg,png,2015,34
afg,png,2016,30
afg,png,2017,117
afg,png,2018,125
afg,pol,1997,36
afg,pol,1998,47
afg,pol,1999,51
afg,pol,2000,51
afg,pol,2001,64
afg,pol,2002,317
afg,pol,2003,155
afg,pol,2004,107
afg,pol,2005,87
afg,pol,2006,79
afg,pol,2007,80
afg,pol,2008,73
afg,pol,2009,77
afg,pol,2010,91
afg,pol,2011,102
afg,pol,2012,144
afg,pol,2013,137
afg,pol,2014,97
afg,pol,2015,102
afg,pol,2016,100
afg,pol,2017,106
afg,pol,2018,125
afg,prt,1999,1
afg,prt,2000,2
afg,prt,2001,5
afg,prt,2002,5
afg,prt,2003,5
afg,prt,2004,5
afg,prt,2005,5
afg,prt,2006,5
afg,prt,2007,6
afg,prt,2008,8
afg,prt,2009,7
afg,prt,2010,7
afg,prt,2011,8
afg,prt,2012,9
afg,prt,2013,11
afg,prt,2014,12
afg,prt,2015,12
afg,prt,2016,25
afg,prt,2017,18
afg,prt,2018,21
afg,pry,2015,1
afg,qat,2001,40
afg,qat,2002,40
afg,qat,2003,40
afg,qat,2004,40
afg,qat,2005,40
afg,qat,2006,40
afg,qat,2007,40
afg,rou,1995,10
afg,rou,1996,7
afg,rou,1997,43
afg,rou,1998,75
afg,rou,1999,222
afg,rou,2000,278
afg,rou,2001,295
afg,rou,2002,295
afg,rou,2003,301
afg,rou,2004,281
afg,rou,2005,281
afg,rou,2006,272
afg,rou,2007,275
afg,rou,2008,232
afg,rou,2009,129
afg,rou,2010,103
afg,rou,2011,148
afg,rou,2012,127
afg,rou,2013,125
afg,rou,2014,159
afg,rou,2015,182
afg,rou,2016,130
afg,rou,2017,263
afg,rou,2018,229
afg,rus,1995,40
afg,rus,1996,143
afg,rus,1997,234
afg,rus,1998,376
afg,rus,1999,100513
afg,rus,2000,101141
afg,rus,2001,101160
afg,rus,2002,102034
afg,rus,2003,101937
afg,rus,2004,101898
afg,rus,2005,101702
afg,rus,2006,101479
afg,rus,2007,3436
afg,rus,2008,3237
afg,rus,2009,2779
afg,rus,2010,2588
afg,rus,2011,2106
afg,rus,2012,2755
afg,rus,2013,1592
afg,rus,2014,1338
afg,rus,2015,1239
afg,rus,2016,939
afg,rus,2017,828
afg,rus,2018,1015
afg,rwa,2014,7
afg,rwa,2015,1
afg,rwa,2016,1
afg,sau,1982,2000
afg,sau,1983,2000
afg,sau,1984,5000
afg,sau,1985,9000
afg,sau,1986,20000
afg,sau,1991,170
afg,sau,1995,149
afg,sau,1996,151
afg,sau,1997,151
afg,sau,1998,157
afg,sau,1999,161
afg,sau,2000,107
afg,sau,2001,192
afg,sau,2002,175
afg,sau,2003,125
afg,sau,2004,115
afg,sau,2005,6
afg,sau,2006,10
afg,sau,2007,9
afg,sau,2008,3
afg,sau,2009,1
afg,sau,2010,1
afg,sau,2011,7
afg,sau,2012,7
afg,sau,2013,7
afg,sau,2014,7
afg,sau,2015,1
afg,sau,2016,1
afg,sdn,2015,6
afg,sdn,2016,6
afg,sdn,2017,8
afg,sdn,2018,11
afg,sen,2014,9
afg,sen,2015,9
afg,sen,2016,9
afg,sen,2018,9
afg,serbia_kosovo,1994,11
afg,serbia_kosovo,1995,11
afg,serbia_kosovo,1996,11
afg,serbia_kosovo,1997,3
afg,serbia_kosovo,1998,1
afg,serbia_kosovo,2001,39
afg,serbia_kosovo,2002,20
afg,serbia_kosovo,2003,9
afg,serbia_kosovo,2004,2
afg,serbia_kosovo,2009,15
afg,serbia_kosovo,2010,100
afg,serbia_kosovo,2011,174
afg,serbia_kosovo,2012,81
afg,serbia_kosovo,2013,21
afg,serbia_kosovo,2014,58
afg,serbia_kosovo,2015,35
afg,serbia_kosovo,2016,3519
afg,serbia_kosovo,2017,2231
afg,serbia_kosovo,2018,1744
afg,sgp,1993,1
afg,sgp,1994,1
afg,sgp,2001,1
afg,sgp,2002,1
afg,sle,2003,2
afg,sle,2004,1
afg,svk,1995,119
afg,svk,1996,191
afg,svk,1997,129
afg,svk,1998,157
afg,svk,1999,180
afg,svk,2000,309
afg,svk,2001,1791
afg,svk,2002,735
afg,svk,2003,634
afg,svk,2004,476
afg,svk,2005,468
afg,svk,2006,423
afg,svk,2007,94
afg,svk,2008,76
afg,svk,2009,101
afg,svk,2010,135
afg,svk,2011,181
afg,svk,2012,209
afg,svk,2013,304
afg,svk,2014,278
afg,svk,2015,279
afg,svk,2016,287
afg,svk,2017,246
afg,svk,2018,260
afg,svn,2000,238
afg,svn,2001,8
afg,svn,2004,2
afg,svn,2005,1
afg,svn,2006,1
afg,svn,2007,2
afg,svn,2008,11
afg,svn,2009,12
afg,svn,2010,15
afg,svn,2011,36
afg,svn,2012,36
afg,svn,2013,25
afg,svn,2014,34
afg,svn,2015,38
afg,svn,2016,129
afg,svn,2017,82
afg,svn,2018,77
afg,swe,1990,378
afg,swe,1991,512
afg,swe,1992,556
afg,swe,1993,682
afg,swe,1994,841
afg,swe,1995,833
afg,swe,1996,1237
afg,swe,1997,1320
afg,swe,1998,1443
afg,swe,1999,1451
afg,swe,2000,2318
afg,swe,2001,2732
afg,swe,2002,3713
afg,swe,2003,4302
afg,swe,2004,5075
afg,swe,2005,4969
afg,swe,2006,4869
afg,swe,2007,3246
afg,swe,2008,3569
afg,swe,2009,4702
afg,swe,2010,5858
afg,swe,2011,8824
afg,swe,2012,10807
afg,swe,2013,12197
afg,swe,2014,14353
afg,swe,2015,53678
afg,swe,2016,50775
afg,swe,2017,43457
afg,swe,2018,36818
afg,swz,2007,1
afg,syr,1982,3000
afg,syr,1983,3000
afg,syr,1984,3200
afg,syr,1985,4040
afg,syr,1997,6
afg,syr,1998,6
afg,syr,1999,127
afg,syr,2000,197
afg,syr,2001,418
afg,syr,2002,428
afg,syr,2003,433
afg,syr,2004,414
afg,syr,2005,337
afg,syr,2006,654
afg,syr,2007,689
afg,syr,2008,806
afg,syr,2009,1430
afg,syr,2010,2152
afg,syr,2011,1963
afg,syr,2012,1930
afg,syr,2013,1299
afg,syr,2014,1465
afg,syr,2015,1487
afg,syr,2016,1466
afg,syr,2017,1253
afg,syr,2018,1241
afg,tcd,2003,14
afg,tcd,2010,1
afg,tcd,2011,1
afg,tcd,2012,1
afg,tcd,2013,1
afg,tcd,2014,1
afg,tcd,2016,1
afg,tha,1993,32
afg,tha,1994,25
afg,tha,1995,21
afg,tha,1996,26
afg,tha,1997,28
afg,tha,1998,27
afg,tha,1999,22
afg,tha,2000,29
afg,tha,2001,24
afg,tha,2002,18
afg,tha,2003,14
afg,tha,2004,4
afg,tha,2005,3
afg,tha,2006,2
afg,tha,2007,3
afg,tha,2008,2
afg,tha,2009,2
afg,tha,2010,1
afg,tha,2011,2
afg,tha,2012,9
afg,tha,2013,18
afg,tha,2014,52
afg,tha,2015,63
afg,tha,2016,73
afg,tha,2017,95
afg,tha,2018,147
afg,tjk,1992,3000
afg,tjk,1993,300
afg,tjk,1994,695
afg,tjk,1995,670
afg,tjk,1996,1164
afg,tjk,1997,2164
afg,tjk,1998,3622
afg,tjk,1999,4531
afg,tjk,2000,15587
afg,tjk,2001,15712
afg,tjk,2002,15602
afg,tjk,2003,3881
afg,tjk,2004,1881
afg,tjk,2005,1053
afg,tjk,2006,1206
afg,tjk,2007,1295
afg,tjk,2008,1846
afg,tjk,2009,4203
afg,tjk,2010,4771
afg,tjk,2011,5333
afg,tjk,2012,4324
afg,tjk,2013,4298
afg,tjk,2014,2227
afg,tjk,2015,2391
afg,tjk,2016,3261
afg,tjk,2017,2956
afg,tjk,2018,2964
afg,tkm,1993,400
afg,tkm,1994,400
afg,tkm,1995,3000
afg,tkm,1996,4850
afg,tkm,1997,5450
afg,tkm,1998,1115
afg,tkm,1999,1480
afg,tkm,2000,1698
afg,tkm,2001,1672
afg,tkm,2002,1548
afg,tkm,2003,1257
afg,tkm,2004,1220
afg,tkm,2005,762
afg,tkm,2006,711
afg,tkm,2007,88
afg,tkm,2008,52
afg,tkm,2009,34
afg,tkm,2010,30
afg,tkm,2011,31
afg,tkm,2012,19
afg,tkm,2013,19
afg,tkm,2014,19
afg,tkm,2015,18
afg,tkm,2016,19
afg,tkm,2017,14
afg,tkm,2018,14
afg,tls,2009,1
afg,tur,1980,5000
afg,tur,1982,320
afg,tur,1983,340
afg,tur,1995,1550
afg,tur,1996,1448
afg,tur,1997,15
afg,tur,1998,21
afg,tur,1999,26
afg,tur,2000,96
afg,tur,2001,413
afg,tur,2002,183
afg,tur,2003,127
afg,tur,2004,394
afg,tur,2005,333
afg,tur,2006,424
afg,tur,2007,913
afg,tur,2008,3163
afg,tur,2009,2936
afg,tur,2010,3447
afg,tur,2011,5077
afg,tur,2012,18104
afg,tur,2013,26256
afg,tur,2014,37296
afg,tur,2015,94002
afg,tur,2016,118116
afg,tur,2017,163413
afg,tur,2018,171519
afg,ukr,1994,2770
afg,ukr,1996,2500
afg,ukr,1997,3030
afg,ukr,1998,3829
afg,ukr,1999,1891
afg,ukr,2000,1744
afg,ukr,2001,1659
afg,ukr,2002,1579
afg,ukr,2003,1689
afg,ukr,2004,1638
afg,ukr,2005,1453
afg,ukr,2006,1411
afg,ukr,2007,1497
afg,ukr,2008,1611
afg,ukr,2009,2087
afg,ukr,2010,2501
afg,ukr,2011,2958
afg,ukr,2012,3595
afg,ukr,2013,3754
afg,ukr,2014,3942
afg,ukr,2015,4341
afg,ukr,2016,4406
afg,ukr,2017,4218
afg,ukr,2018,3918
afg,usa,1988,12853
afg,usa,1989,12196
afg,usa,1990,11488
afg,usa,1991,10388
afg,usa,1992,8686
afg,usa,1993,7728
afg,usa,1994,6169
afg,usa,1995,4992
afg,usa,1996,3804
afg,usa,1997,2651
afg,usa,1998,1872
afg,usa,1999,2587
afg,usa,2000,4643
afg,usa,2001,7756
afg,usa,2002,9227
afg,usa,2003,9821
afg,usa,2004,9923
afg,usa,2005,8934
afg,usa,2006,13348
afg,usa,2007,2438
afg,usa,2008,2165
afg,usa,2009,1771
afg,usa,2010,1410
afg,usa,2011,1210
afg,usa,2012,1147
afg,usa,2013,1309
afg,usa,2014,1622
afg,usa,2015,1970
afg,usa,2016,2250
afg,usa,2017,2374
afg,usa,2018,2364
afg,uzb,1993,8000
afg,uzb,1994,8000
afg,uzb,1995,2655
afg,uzb,1996,2881
afg,uzb,1997,3075
afg,uzb,1998,1062
afg,uzb,1999,1002
afg,uzb,2000,9583
afg,uzb,2001,10885
afg,uzb,2002,6869
afg,uzb,2003,6515
afg,uzb,2004,5733
afg,uzb,2005,5274
afg,uzb,2006,1415
afg,uzb,2007,1047
afg,uzb,2008,830
afg,uzb,2009,547
afg,uzb,2010,306
afg,uzb,2011,211
afg,uzb,2012,173
afg,uzb,2013,138
afg,uzb,2014,123
afg,uzb,2015,106
afg,uzb,2016,27
afg,uzb,2017,20
afg,uzb,2018,13
afg,ven,2010,5
afg,ven,2011,4
afg,ven,2012,4
afg,ven,2013,4
afg,ven,2014,4
afg,ven,2015,4
afg,ven,2016,10
afg,ven,2017,10
afg,ven,2018,10
afg,zaf,2000,13
afg,zaf,2001,15
afg,zaf,2002,22
afg,zaf,2003,37
afg,zaf,2004,37
afg,zaf,2005,37
afg,zaf,2006,18
afg,zaf,2007,18
afg,zaf,2008,18
afg,zaf,2009,18
afg,zaf,2010,18
afg,zaf,2011,20
afg,zaf,2012,20
afg,zaf,2013,21
afg,zaf,2014,16
afg,zaf,2015,15
afg,zaf,2016,6
afg,zmb,2013,1
afg,zmb,2015,1
afg,zmb,2016,1
afg,zwe,1993,5
afg,zwe,1994,10
afg,zwe,1998,23
afg,zwe,1999,23
afg,zwe,2000,82
afg,zwe,2001,82
afg,zwe,2002,82
afg,zwe,2003,82
afg,zwe,2004,22
ago,ago,1993,88000
ago,ago,1994,303800
ago,ago,2000,257508
ago,ago,2001,202000
ago,ago,2002,202000
ago,ago,2009,14479
ago,arg,1993,2
ago,arg,1994,17
ago,arg,1998,6
ago,arg,1999,9
ago,arg,2000,14
ago,arg,2001,16
ago,arg,2002,16
ago,arg,2003,15
ago,arg,2004,15
ago,arg,2005,15
ago,arg,2006,18
ago,arg,2007,17
ago,arg,2008,16
ago,arg,2009,14
ago,arg,2010,16
ago,arg,2011,15
ago,arg,2012,13
ago,arg,2013,15
ago,arg,2014,15
ago,arg,2015,14
ago,arg,2016,18
ago,arg,2017,25
ago,arg,2018,28
ago,aus,1997,2
ago,aus,1998,4
ago,aus,1999,9
ago,aus,2000,18
ago,aus,2001,19
ago,aus,2002,15
ago,aus,2003,8
ago,aus,2004,3
ago,aus,2005,1
ago,aus,2006,3
ago,aus,2007,11
ago,aus,2008,11
ago,aus,2009,6
ago,aus,2010,3
ago,aus,2011,3
ago,aus,2012,2
ago,aus,2013,2
ago,aus,2014,2
ago,aus,2015,2
ago,aus,2016,4
ago,aut,1998,15
ago,aut,1999,16
ago,aut,2000,17
ago,aut,2001,23
ago,aut,2002,33
ago,aut,2003,54
ago,aut,2004,79
ago,aut,2005,94
ago,aut,2006,178
ago,aut,2007,172
ago,aut,2008,190
ago,aut,2009,195
ago,aut,2010,198
ago,aut,2011,207
ago,aut,2012,195
ago,aut,2013,172
ago,aut,2014,157
ago,aut,2015,131
ago,aut,2016,114
ago,aut,2017,95
ago,aut,2018,92
ago,bdi,2010,1
ago,bdi,2011,1
ago,bdi,2012,9
ago,bdi,2013,9
ago,bdi,2014,9
ago,bdi,2015,9
ago,bdi,2016,4
ago,bdi,2017,4
ago,bel,1996,449
ago,bel,1997,449
ago,bel,1998,295
ago,bel,1999,325
ago,bel,2000,338
ago,bel,2001,309
ago,bel,2002,213
ago,bel,2003,216
ago,bel,2004,212
ago,bel,2005,533
ago,bel,2006,430
ago,bel,2007,133
ago,bel,2008,128
ago,bel,2009,109
ago,bel,2010,117
ago,bel,2011,196
ago,bel,2012,228
ago,bel,2013,169
ago,bel,2014,107
ago,bel,2015,129
ago,bel,2016,133
ago,bel,2017,236
ago,bel,2018,216
ago,ben,1999,1
ago,ben,2000,3
ago,ben,2001,4
ago,ben,2002,3
ago,ben,2003,5
ago,ben,2004,12
ago,ben,2005,13
ago,ben,2006,6
ago,ben,2007,5
ago,ben,2008,5
ago,ben,2009,5
ago,ben,2010,5
ago,ben,2011,5
ago,ben,2012,1
ago,bfa,1993,1
ago,bfa,1997,2
ago,bfa,1998,2
ago,bfa,1999,2
ago,bfa,2000,2
ago,bfa,2006,3
ago,bfa,2007,3
ago,bfa,2008,3
ago,bfa,2009,2
ago,bfa,2010,2
ago,bfa,2011,3
ago,bfa,2012,3
ago,bfa,2013,3
ago,bgr,1994,1
ago,bgr,1995,2
ago,bgr,1996,11
ago,bgr,2000,7
ago,bgr,2001,7
ago,bgr,2002,4
ago,bgr,2003,5
ago,bgr,2004,7
ago,bgr,2005,5
ago,bgr,2006,5
ago,bgr,2007,5
ago,bgr,2008,5
ago,bgr,2009,5
ago,bgr,2010,5
ago,bgr,2011,5
ago,bgr,2012,1
ago,blr,1998,8
ago,blz,2001,1
ago,bol,2007,1
ago,bol,2008,1
ago,bol,2009,1
ago,bol,2010,1
ago,bol,2011,1
ago,bol,2012,1
ago,bol,2013,1
ago,bol,2014,1
ago,bol,2015,1
ago,bol,2016,1
ago,bra,1993,1365
ago,bra,1994,1228
ago,bra,1995,1266
ago,bra,1996,1212
ago,bra,1997,1289
ago,bra,1998,1272
ago,bra,1999,1368
ago,bra,2000,1785
ago,bra,2001,1897
ago,bra,2002,2034
ago,bra,2003,2033
ago,bra,2004,2093
ago,bra,2005,1764
ago,bra,2006,1689
ago,bra,2007,1679
ago,bra,2008,1671
ago,bra,2009,1684
ago,bra,2010,1704
ago,bra,2011,1709
ago,bra,2012,1711
ago,bra,2013,1104
ago,bra,2014,1183
ago,bra,2015,2247
ago,bra,2016,3534
ago,bra,2017,5829
ago,bra,2018,5870
ago,bwa,1968,3460
ago,bwa,1970,4210
ago,bwa,1971,8690
ago,bwa,1972,4300
ago,bwa,1973,4300
ago,bwa,1974,2210
ago,bwa,1975,1790
ago,bwa,1976,120
ago,bwa,1977,130
ago,bwa,1978,210
ago,bwa,1979,280
ago,bwa,1980,330
ago,bwa,1981,530
ago,bwa,1984,70
ago,bwa,1985,120
ago,bwa,1986,170
ago,bwa,1988,200
ago,bwa,1989,200
ago,bwa,1990,160
ago,bwa,1991,170
ago,bwa,1992,200
ago,bwa,1993,219
ago,bwa,1995,175
ago,bwa,1996,168
ago,bwa,1997,220
ago,bwa,1998,150
ago,bwa,1999,151
ago,bwa,2000,742
ago,bwa,2001,984
ago,bwa,2002,1117
ago,bwa,2003,1176
ago,bwa,2004,1198
ago,bwa,2005,1385
ago,bwa,2006,858
ago,bwa,2007,640
ago,bwa,2008,487
ago,bwa,2009,504
ago,bwa,2010,516
ago,bwa,2011,526
ago,bwa,2012,511
ago,bwa,2013,478
ago,bwa,2015,2
ago,bwa,2016,8
ago,bwa,2017,6
ago,bwa,2018,6
ago,caf,1993,19
ago,caf,1994,14
ago,caf,1995,13
ago,caf,1996,13
ago,caf,1997,23
ago,caf,1998,12
ago,caf,1999,39
ago,caf,2000,56
ago,caf,2001,66
ago,caf,2002,66
ago,caf,2003,69
ago,caf,2004,53
ago,caf,2005,58
ago,caf,2006,69
ago,caf,2007,23
ago,caf,2008,12
ago,caf,2009,12
ago,caf,2010,12
ago,caf,2011,7
ago,caf,2012,9
ago,caf,2013,9
ago,caf,2014,15
ago,caf,2015,15
ago,caf,2016,13
ago,caf,2017,14
ago,caf,2018,14
ago,can,1994,113
ago,can,1995,110
ago,can,1996,96
ago,can,1997,113
ago,can,1998,137
ago,can,1999,161
ago,can,2000,729
ago,can,2001,1020
ago,can,2002,1022
ago,can,2003,795
ago,can,2004,753
ago,can,2005,920
ago,can,2006,854
ago,can,2007,1100
ago,can,2008,1090
ago,can,2009,1090
ago,can,2010,1053
ago,can,2011,903
ago,can,2012,774
ago,can,2013,670
ago,can,2014,458
ago,can,2015,235
ago,can,2016,127
ago,can,2017,366
ago,can,2018,841
ago,che,1995,44
ago,che,1996,40
ago,che,1997,1486
ago,che,1998,43
ago,che,1999,1712
ago,che,2000,2195
ago,che,2001,2490
ago,che,2002,2785
ago,che,2003,2485
ago,che,2004,2275
ago,che,2005,2303
ago,che,2006,2227
ago,che,2007,2041
ago,che,2008,1957
ago,che,2009,1747
ago,che,2010,1509
ago,che,2011,1352
ago,che,2012,1259
ago,che,2013,1132
ago,che,2014,1027
ago,che,2015,945
ago,che,2016,887
ago,che,2017,816
ago,che,2018,822
ago,chl,1995,5
ago,chl,1996,5
ago,chl,1997,6
ago,chl,1998,6
ago,chl,1999,6
ago,chl,2000,7
ago,chl,2001,6
ago,chl,2002,6
ago,chl,2003,6
ago,chl,2004,6
ago,chl,2005,6
ago,chl,2006,6
ago,chl,2007,6
ago,chl,2008,6
ago,chl,2016,2
ago,chl,2017,8
