origin,displacement_type,time,displaced_population
tca,asylum_seekers,2002,4
tca,asylum_seekers,2003,4
tca,asylum_seekers,2004,1
tca,asylum_seekers,2005,2
tca,asylum_seekers,2006,1
tca,asylum_seekers,2010,2
tca,asylum_seekers,2011,6
tca,asylum_seekers,2012,9
tca,asylum_seekers,2013,5
tca,asylum_seekers,2015,1
tca,asylum_seekers,2016,3
tca,refugees,2006,1
tca,refugees,2007,1
tca,refugees,2008,1
tca,refugees,2009,1
tca,refugees,2010,1
tca,refugees,2011,14
tca,refugees,2012,14
tca,refugees,2013,15
tca,refugees,2014,15
tca,refugees,2015,14
tca,refugees,2016,16
tca,refugees,2017,14
tca,refugees,2018,14
tcd,asylum_seekers,2000,2431
tcd,asylum_seekers,2001,2992
tcd,asylum_seekers,2002,2438
tcd,asylum_seekers,2003,2328
tcd,asylum_seekers,2004,2545
tcd,asylum_seekers,2005,3113
tcd,asylum_seekers,2006,3431
tcd,asylum_seekers,2007,2675
tcd,asylum_seekers,2008,3369
tcd,asylum_seekers,2009,2321
tcd,asylum_seekers,2010,2691
tcd,asylum_seekers,2011,3141
tcd,asylum_seekers,2012,3781
tcd,asylum_seekers,2013,3856
tcd,asylum_seekers,2014,3306
tcd,asylum_seekers,2015,3283
tcd,asylum_seekers,2016,3180
tcd,asylum_seekers,2017,3107
tcd,asylum_seekers,2018,4397
tcd,internally_displaced_persons,2006,112686
tcd,internally_displaced_persons,2007,178918
tcd,internally_displaced_persons,2008,166718
tcd,internally_displaced_persons,2009,170531
tcd,internally_displaced_persons,2010,131000
tcd,internally_displaced_persons,2011,124000
tcd,internally_displaced_persons,2012,90000
tcd,internally_displaced_persons,2013,19791
tcd,internally_displaced_persons,2015,51999
tcd,internally_displaced_persons,2016,124342
tcd,internally_displaced_persons,2017,99983
tcd,internally_displaced_persons,2018,165313
tcd,others_of_concern,2005,3000
tcd,others_of_concern,2014,35001
tcd,others_of_concern,2015,30003
tcd,others_of_concern,2016,16722
tcd,others_of_concern,2017,37317
tcd,others_of_concern,2018,16724
tcd,refugees,1970,1900
tcd,refugees,1971,1400
tcd,refugees,1972,1500
tcd,refugees,1973,1500
tcd,refugees,1979,10000
tcd,refugees,1980,221000
tcd,refugees,1981,234260
tcd,refugees,1982,17010
tcd,refugees,1983,16744
tcd,refugees,1984,181346
tcd,refugees,1985,212158
tcd,refugees,1986,170078
tcd,refugees,1987,146858
tcd,refugees,1988,130790
tcd,refugees,1989,125864
tcd,refugees,1990,184806
tcd,refugees,1991,72319
tcd,refugees,1992,66381
tcd,refugees,1993,212932
tcd,refugees,1994,211971
tcd,refugees,1995,59727
tcd,refugees,1996,58445
tcd,refugees,1997,55025
tcd,refugees,1998,61298
tcd,refugees,1999,58797
tcd,refugees,2000,54962
tcd,refugees,2001,46294
tcd,refugees,2002,47349
tcd,refugees,2003,52275
tcd,refugees,2004,52655
tcd,refugees,2005,48400
tcd,refugees,2006,36300
tcd,refugees,2007,55722
tcd,refugees,2008,55105
tcd,refugees,2009,55014
tcd,refugees,2010,53733
tcd,refugees,2011,42640
tcd,refugees,2012,39694
tcd,refugees,2013,48640
tcd,refugees,2014,48258
tcd,refugees,2015,14940
tcd,refugees,2016,14193
tcd,refugees,2017,16299
tcd,refugees,2018,10845
tcd,returned_idps,2008,37615
tcd,returned_idps,2009,20771
tcd,returned_idps,2010,50000
tcd,returned_idps,2011,7000
tcd,returned_idps,2012,35000
tcd,returned_refugees,1981,113140
tcd,returned_refugees,1982,153940
tcd,returned_refugees,1983,60
tcd,returned_refugees,1984,5210
tcd,returned_refugees,1985,89450
tcd,returned_refugees,1986,44150
tcd,returned_refugees,1987,10210
tcd,returned_refugees,1988,4230
tcd,returned_refugees,1989,4920
tcd,returned_refugees,1990,5890
tcd,returned_refugees,1991,57370
tcd,returned_refugees,1992,9810
tcd,returned_refugees,1993,6340
tcd,returned_refugees,1994,384
tcd,returned_refugees,1995,10285
tcd,returned_refugees,1996,2188
tcd,returned_refugees,1997,2611
tcd,returned_refugees,1998,1172
tcd,returned_refugees,1999,2130
tcd,returned_refugees,2000,2619
tcd,returned_refugees,2001,3710
tcd,returned_refugees,2002,51
tcd,returned_refugees,2003,598
tcd,returned_refugees,2004,184
tcd,returned_refugees,2005,1447
tcd,returned_refugees,2006,20
tcd,returned_refugees,2007,41
tcd,returned_refugees,2008,4415
tcd,returned_refugees,2009,1802
tcd,returned_refugees,2010,41
tcd,returned_refugees,2011,76
tcd,returned_refugees,2012,1726
tcd,returned_refugees,2013,387
tcd,returned_refugees,2014,370
tcd,returned_refugees,2015,41
tcd,returned_refugees,2016,28
tcd,returned_refugees,2017,969
tcd,returned_refugees,2018,6351
tgo,asylum_seekers,2000,1279
tgo,asylum_seekers,2001,1972
tgo,asylum_seekers,2002,2786
tgo,asylum_seekers,2003,5729
tgo,asylum_seekers,2004,5461
tgo,asylum_seekers,2005,7479
tgo,asylum_seekers,2006,6594
tgo,asylum_seekers,2007,1319
tgo,asylum_seekers,2008,1131
tgo,asylum_seekers,2009,970
tgo,asylum_seekers,2010,1032
tgo,asylum_seekers,2011,2988
tgo,asylum_seekers,2012,3032
tgo,asylum_seekers,2013,1529
tgo,asylum_seekers,2014,1714
tgo,asylum_seekers,2015,2149
tgo,asylum_seekers,2016,2657
tgo,asylum_seekers,2017,3751
tgo,asylum_seekers,2018,3540
tgo,internally_displaced_persons,2005,3000
tgo,refugees,1984,1
tgo,refugees,1985,5
tgo,refugees,1986,5
tgo,refugees,1987,5
tgo,refugees,1988,5
tgo,refugees,1989,6
tgo,refugees,1990,6
tgo,refugees,1991,18
tgo,refugees,1992,106
tgo,refugees,1993,291060
tgo,refugees,1994,167871
tgo,refugees,1995,93155
tgo,refugees,1996,25593
tgo,refugees,1997,7187
tgo,refugees,1998,3506
tgo,refugees,1999,3692
tgo,refugees,2000,4016
tgo,refugees,2001,4354
tgo,refugees,2002,10448
tgo,refugees,2003,10614
tgo,refugees,2004,10818
tgo,refugees,2005,51107
tgo,refugees,2006,27332
tgo,refugees,2007,22502
tgo,refugees,2008,16750
tgo,refugees,2009,18378
tgo,refugees,2010,18330
tgo,refugees,2011,17871
tgo,refugees,2012,15693
tgo,refugees,2013,10319
tgo,refugees,2014,9276
tgo,refugees,2015,8785
tgo,refugees,2016,8310
tgo,refugees,2017,8104
tgo,refugees,2018,8009
tgo,returned_idps,2005,6000
tgo,returned_idps,2006,3000
tgo,returned_refugees,1993,378
tgo,returned_refugees,1994,126342
tgo,returned_refugees,1995,78840
tgo,returned_refugees,1996,66295
tgo,returned_refugees,1997,12358
tgo,returned_refugees,1998,494
tgo,returned_refugees,2000,2
tgo,returned_refugees,2003,9
tgo,returned_refugees,2004,120
tgo,returned_refugees,2005,3
tgo,returned_refugees,2006,7917
tgo,returned_refugees,2007,3398
tgo,returned_refugees,2008,4798
tgo,returned_refugees,2009,284
tgo,returned_refugees,2010,29
tgo,returned_refugees,2011,76
tgo,returned_refugees,2012,91
tgo,returned_refugees,2013,112
tgo,returned_refugees,2014,28
tgo,returned_refugees,2015,7
tgo,returned_refugees,2016,5
tha,asylum_seekers,2000,141
tha,asylum_seekers,2001,158
tha,asylum_seekers,2002,253
tha,asylum_seekers,2003,154
tha,asylum_seekers,2004,92
tha,asylum_seekers,2005,217
tha,asylum_seekers,2006,209
tha,asylum_seekers,2007,371
tha,asylum_seekers,2008,414
tha,asylum_seekers,2009,401
tha,asylum_seekers,2010,228
tha,asylum_seekers,2011,188
tha,asylum_seekers,2012,177
tha,asylum_seekers,2013,174
tha,asylum_seekers,2014,415
tha,asylum_seekers,2015,837
tha,asylum_seekers,2016,957
tha,asylum_seekers,2017,1328
tha,asylum_seekers,2018,2778
tha,others_of_concern,2004,2
tha,others_of_concern,2005,9
tha,others_of_concern,2008,3
tha,refugees,1989,2
tha,refugees,1990,20
tha,refugees,1991,30
tha,refugees,1992,35
tha,refugees,1993,36
tha,refugees,1994,137
tha,refugees,1995,211
tha,refugees,1996,284
tha,refugees,1997,272
tha,refugees,1998,295
tha,refugees,1999,318
tha,refugees,2000,217
tha,refugees,2001,94
tha,refugees,2002,344
tha,refugees,2003,296
tha,refugees,2004,319
tha,refugees,2005,424
tha,refugees,2006,3325
tha,refugees,2007,2325
tha,refugees,2008,1815
tha,refugees,2009,502
tha,refugees,2010,356
tha,refugees,2011,368
tha,refugees,2012,381
tha,refugees,2013,222
tha,refugees,2014,233
tha,refugees,2015,222
tha,refugees,2016,158
tha,refugees,2017,158
tha,refugees,2018,178
tha,returned_refugees,1994,2
tha,returned_refugees,2000,3
tibetan,asylum_seekers,2001,1
tibetan,asylum_seekers,2002,1
tibetan,asylum_seekers,2004,1
tibetan,asylum_seekers,2005,9
tibetan,asylum_seekers,2006,1
tibetan,asylum_seekers,2007,2
tibetan,asylum_seekers,2008,2
tibetan,asylum_seekers,2009,4
tibetan,asylum_seekers,2011,1
tibetan,asylum_seekers,2012,2
tibetan,asylum_seekers,2013,7
tibetan,asylum_seekers,2014,12
tibetan,asylum_seekers,2015,8
tibetan,asylum_seekers,2016,9
tibetan,asylum_seekers,2017,12
tibetan,others_of_concern,2003,704
tibetan,others_of_concern,2004,737
tibetan,others_of_concern,2005,928
tibetan,others_of_concern,2006,387
tibetan,others_of_concern,2007,141
tibetan,others_of_concern,2008,59
tibetan,others_of_concern,2009,109
tibetan,others_of_concern,2010,143
tibetan,others_of_concern,2011,128
tibetan,others_of_concern,2012,1
tibetan,others_of_concern,2013,14
tibetan,others_of_concern,2014,4
tibetan,others_of_concern,2015,6
tibetan,others_of_concern,2017,8
tibetan,refugees,1964,51000
tibetan,refugees,1965,52000
tibetan,refugees,1966,52000
tibetan,refugees,1967,57180
tibetan,refugees,1968,62730
tibetan,refugees,1969,64140
tibetan,refugees,1970,64560
tibetan,refugees,1971,64110
tibetan,refugees,1972,65680
tibetan,refugees,1973,66840
tibetan,refugees,1974,68000
tibetan,refugees,1975,8200
tibetan,refugees,1976,8300
tibetan,refugees,1977,8400
tibetan,refugees,1978,8500
tibetan,refugees,1979,8600
tibetan,refugees,1980,8700
tibetan,refugees,1981,8800
tibetan,refugees,1982,9800
tibetan,refugees,1983,10800
tibetan,refugees,1984,11800
tibetan,refugees,1985,12800
tibetan,refugees,1986,13800
tibetan,refugees,1987,14800
tibetan,refugees,1988,15800
tibetan,refugees,1989,16800
tibetan,refugees,1990,17800
tibetan,refugees,1991,18800
tibetan,refugees,1992,19800
tibetan,refugees,1993,21132
tibetan,refugees,1994,21164
tibetan,refugees,1995,20035
tibetan,refugees,1996,20037
tibetan,refugees,1997,20506
tibetan,refugees,1998,21229
tibetan,refugees,1999,21040
tibetan,refugees,2000,20968
tibetan,refugees,2001,20720
tibetan,refugees,2002,20631
tibetan,refugees,2003,20039
tibetan,refugees,2004,20040
tibetan,refugees,2005,20198
tibetan,refugees,2006,20184
tibetan,refugees,2007,20170
tibetan,refugees,2008,20079
tibetan,refugees,2009,20080
tibetan,refugees,2010,15082
tibetan,refugees,2011,15068
tibetan,refugees,2012,15000
tibetan,refugees,2013,15065
tibetan,refugees,2014,15069
tibetan,refugees,2015,15071
tibetan,refugees,2016,13534
tibetan,refugees,2017,13531
tibetan,refugees,2018,13527
tjk,asylum_seekers,2000,647
tjk,asylum_seekers,2001,403
tjk,asylum_seekers,2002,225
tjk,asylum_seekers,2003,212
tjk,asylum_seekers,2004,160
tjk,asylum_seekers,2005,149
tjk,asylum_seekers,2006,123
tjk,asylum_seekers,2007,105
tjk,asylum_seekers,2008,150
tjk,asylum_seekers,2009,269
tjk,asylum_seekers,2010,331
tjk,asylum_seekers,2011,382
tjk,asylum_seekers,2012,447
tjk,asylum_seekers,2013,604
tjk,asylum_seekers,2014,959
tjk,asylum_seekers,2015,1456
tjk,asylum_seekers,2016,3199
tjk,asylum_seekers,2017,3598
tjk,asylum_seekers,2018,3186
tjk,internally_displaced_persons,1993,520000
tjk,internally_displaced_persons,1994,16000
tjk,internally_displaced_persons,1995,16700
tjk,internally_displaced_persons,1996,25285
tjk,others_of_concern,1998,1126
tjk,others_of_concern,2006,1129
tjk,refugees,1992,60008
tjk,refugees,1993,70108
tjk,refugees,1994,57144
tjk,refugees,1995,58956
tjk,refugees,1996,107503
tjk,refugees,1997,75878
tjk,refugees,1998,56349
tjk,refugees,1999,45167
tjk,refugees,2000,59940
tjk,refugees,2001,56108
tjk,refugees,2002,63267
tjk,refugees,2003,58936
tjk,refugees,2004,56775
tjk,refugees,2005,54753
tjk,refugees,2006,645
tjk,refugees,2007,894
tjk,refugees,2008,544
tjk,refugees,2009,562
tjk,refugees,2010,577
tjk,refugees,2011,612
tjk,refugees,2012,674
tjk,refugees,2013,662
tjk,refugees,2014,725
tjk,refugees,2015,794
tjk,refugees,2016,925
tjk,refugees,2017,1362
tjk,refugees,2018,1680
tjk,returned_refugees,1994,18325
tjk,returned_refugees,1995,1338
tjk,returned_refugees,1996,6713
tjk,returned_refugees,1997,12257
tjk,returned_refugees,1998,3785
tjk,returned_refugees,1999,4694
tjk,returned_refugees,2000,1498
tjk,returned_refugees,2001,2343
tjk,returned_refugees,2002,1427
tjk,returned_refugees,2003,265
tjk,returned_refugees,2004,80
tjk,returned_refugees,2005,40
tjk,returned_refugees,2006,142
tjk,returned_refugees,2011,1
tkm,asylum_seekers,2000,23
tkm,asylum_seekers,2001,44
tkm,asylum_seekers,2002,130
tkm,asylum_seekers,2003,164
tkm,asylum_seekers,2004,185
tkm,asylum_seekers,2005,176
tkm,asylum_seekers,2006,156
tkm,asylum_seekers,2007,149
tkm,asylum_seekers,2008,115
tkm,asylum_seekers,2009,76
tkm,asylum_seekers,2010,66
tkm,asylum_seekers,2011,82
tkm,asylum_seekers,2012,132
tkm,asylum_seekers,2013,323
tkm,asylum_seekers,2014,759
tkm,asylum_seekers,2015,1215
tkm,asylum_seekers,2016,1073
tkm,asylum_seekers,2017,1105
tkm,asylum_seekers,2018,1248
tkm,others_of_concern,1998,159
tkm,refugees,1994,7
tkm,refugees,1995,47
tkm,refugees,1996,2937
tkm,refugees,1997,3181
tkm,refugees,1998,1562
tkm,refugees,1999,1051
tkm,refugees,2000,300
tkm,refugees,2001,310
tkm,refugees,2002,801
tkm,refugees,2003,840
tkm,refugees,2004,812
tkm,refugees,2005,820
tkm,refugees,2006,692
tkm,refugees,2007,678
tkm,refugees,2008,736
tkm,refugees,2009,743
tkm,refugees,2010,738
tkm,refugees,2011,726
tkm,refugees,2012,723
tkm,refugees,2013,519
tkm,refugees,2014,484
tkm,refugees,2015,455
tkm,refugees,2016,377
tkm,refugees,2017,344
tkm,refugees,2018,432
tkm,returned_refugees,2000,27
tkm,returned_refugees,2008,1
tls,asylum_seekers,2000,19
tls,asylum_seekers,2001,21
tls,asylum_seekers,2002,513
tls,asylum_seekers,2003,5
tls,asylum_seekers,2005,3
tls,asylum_seekers,2006,9
tls,asylum_seekers,2007,2
tls,asylum_seekers,2008,2
tls,asylum_seekers,2010,1
tls,asylum_seekers,2011,1
tls,asylum_seekers,2012,7
tls,asylum_seekers,2013,9
tls,asylum_seekers,2014,10
tls,asylum_seekers,2015,7
tls,asylum_seekers,2016,4
tls,asylum_seekers,2017,5
tls,internally_displaced_persons,2006,155231
tls,internally_displaced_persons,2007,62625
tls,internally_displaced_persons,2008,15860
tls,others_of_concern,2003,837
tls,refugees,1999,162472
tls,refugees,2000,122202
tls,refugees,2001,73042
tls,refugees,2002,28097
tls,refugees,2003,127
tls,refugees,2004,221
tls,refugees,2005,251
tls,refugees,2006,251
tls,refugees,2007,6
tls,refugees,2008,7
tls,refugees,2009,7
tls,refugees,2010,8
tls,refugees,2011,8
tls,refugees,2012,9
tls,refugees,2013,10
tls,refugees,2014,13
tls,refugees,2015,20
tls,refugees,2016,22
tls,refugees,2017,12
tls,refugees,2018,12
tls,returned_idps,2000,5000
tls,returned_idps,2006,11727
tls,returned_idps,2007,9965
tls,returned_refugees,1999,127528
tls,returned_refugees,2000,48539
tls,returned_refugees,2001,18183
tls,returned_refugees,2002,31882
tls,returned_refugees,2004,445
ton,asylum_seekers,2000,20
ton,asylum_seekers,2001,48
ton,asylum_seekers,2002,66
ton,asylum_seekers,2003,40
ton,asylum_seekers,2004,13
ton,asylum_seekers,2005,10
ton,asylum_seekers,2006,17
ton,asylum_seekers,2007,18
ton,asylum_seekers,2008,26
ton,asylum_seekers,2009,25
ton,asylum_seekers,2010,10
ton,asylum_seekers,2011,22
ton,asylum_seekers,2012,39
ton,asylum_seekers,2013,63
ton,asylum_seekers,2014,83
ton,asylum_seekers,2015,62
ton,asylum_seekers,2016,78
ton,asylum_seekers,2017,107
ton,asylum_seekers,2018,171
ton,refugees,1996,3
ton,refugees,1997,3
ton,refugees,1998,2
ton,refugees,1999,2
ton,refugees,2000,3
ton,refugees,2001,1
ton,refugees,2002,8
ton,refugees,2003,12
ton,refugees,2004,5
ton,refugees,2005,4
ton,refugees,2006,6
ton,refugees,2007,5
ton,refugees,2008,7
ton,refugees,2009,5
ton,refugees,2010,6
ton,refugees,2011,10
ton,refugees,2012,13
ton,refugees,2013,18
ton,refugees,2014,22
ton,refugees,2015,24
ton,refugees,2016,27
ton,refugees,2017,34
ton,refugees,2018,32
tto,asylum_seekers,2000,117
tto,asylum_seekers,2001,179
tto,asylum_seekers,2002,321
tto,asylum_seekers,2003,289
tto,asylum_seekers,2004,172
tto,asylum_seekers,2005,209
tto,asylum_seekers,2006,158
tto,asylum_seekers,2007,175
tto,asylum_seekers,2008,239
tto,asylum_seekers,2009,272
tto,asylum_seekers,2010,146
tto,asylum_seekers,2011,105
tto,asylum_seekers,2012,92
tto,asylum_seekers,2013,128
tto,asylum_seekers,2014,173
tto,asylum_seekers,2015,197
tto,asylum_seekers,2016,241
tto,asylum_seekers,2017,304
tto,asylum_seekers,2018,301
tto,others_of_concern,2015,3
tto,others_of_concern,2016,6
tto,others_of_concern,2017,15
tto,others_of_concern,2018,15
tto,refugees,1990,1
tto,refugees,1991,1
tto,refugees,1992,1
tto,refugees,1993,1
tto,refugees,1994,13
tto,refugees,1995,14
tto,refugees,1996,16
tto,refugees,1997,21
tto,refugees,1998,26
tto,refugees,1999,25
tto,refugees,2000,24
tto,refugees,2001,16
tto,refugees,2002,35
tto,refugees,2003,38
tto,refugees,2004,41
tto,refugees,2005,63
tto,refugees,2006,153
tto,refugees,2007,211
tto,refugees,2008,231
tto,refugees,2009,240
tto,refugees,2010,255
tto,refugees,2011,297
tto,refugees,2012,333
tto,refugees,2013,336
tto,refugees,2014,371
tto,refugees,2015,369
tto,refugees,2016,295
tto,refugees,2017,310
tto,refugees,2018,318
tun,asylum_seekers,2000,362
tun,asylum_seekers,2001,396
tun,asylum_seekers,2002,433
tun,asylum_seekers,2003,385
tun,asylum_seekers,2004,346
tun,asylum_seekers,2005,365
tun,asylum_seekers,2006,354
tun,asylum_seekers,2007,346
tun,asylum_seekers,2008,368
tun,asylum_seekers,2009,505
tun,asylum_seekers,2010,558
tun,asylum_seekers,2011,1613
tun,asylum_seekers,2012,2290
tun,asylum_seekers,2013,1791
tun,asylum_seekers,2014,1910
tun,asylum_seekers,2015,2354
tun,asylum_seekers,2016,2050
tun,asylum_seekers,2017,2315
tun,asylum_seekers,2018,2750
tun,others_of_concern,2013,5
tun,others_of_concern,2014,11
tun,others_of_concern,2015,7
tun,others_of_concern,2016,7
tun,others_of_concern,2017,7
tun,refugees,1980,2
tun,refugees,1981,2
tun,refugees,1982,2
tun,refugees,1983,5
tun,refugees,1984,6
tun,refugees,1985,6
tun,refugees,1986,6
tun,refugees,1987,6
tun,refugees,1988,7
tun,refugees,1989,9
tun,refugees,1990,42
tun,refugees,1991,63
tun,refugees,1992,86
tun,refugees,1993,104
tun,refugees,1994,212
tun,refugees,1995,333
tun,refugees,1996,406
tun,refugees,1997,698
tun,refugees,1998,932
tun,refugees,1999,1240
tun,refugees,2000,1207
tun,refugees,2001,1368
tun,refugees,2002,2543
tun,refugees,2003,2563
tun,refugees,2004,2516
tun,refugees,2005,3129
tun,refugees,2006,2844
tun,refugees,2007,2507
tun,refugees,2008,2349
tun,refugees,2009,2260
tun,refugees,2010,2174
tun,refugees,2011,1952
tun,refugees,2012,1935
tun,refugees,2013,1363
tun,refugees,2014,1485
tun,refugees,2015,1567
tun,refugees,2016,1700
tun,refugees,2017,1814
tun,refugees,2018,1955
tun,returned_refugees,1993,4
tun,returned_refugees,1996,2
tun,returned_refugees,2000,1
tun,returned_refugees,2007,1
tun,returned_refugees,2011,5
tun,returned_refugees,2012,1
tun,returned_refugees,2013,3
tur,asylum_seekers,2000,10237
tur,asylum_seekers,2001,13332
tur,asylum_seekers,2002,12516
tur,asylum_seekers,2003,8530
tur,asylum_seekers,2004,5291
tur,asylum_seekers,2005,11316
tur,asylum_seekers,2006,12194
tur,asylum_seekers,2007,9184
tur,asylum_seekers,2008,8538
tur,asylum_seekers,2009,9293
tur,asylum_seekers,2010,7514
tur,asylum_seekers,2011,6900
tur,asylum_seekers,2012,8866
tur,asylum_seekers,2013,10559
tur,asylum_seekers,2014,11559
tur,asylum_seekers,2015,12101
tur,asylum_seekers,2016,23228
tur,asylum_seekers,2017,33783
tur,asylum_seekers,2018,42869
tur,others_of_concern,1998,2
tur,others_of_concern,2013,10
tur,others_of_concern,2014,11
tur,others_of_concern,2015,12
tur,others_of_concern,2016,45
tur,others_of_concern,2017,10
tur,others_of_concern,2018,10
tur,refugees,1972,250
tur,refugees,1977,70
tur,refugees,1978,60
tur,refugees,1979,60
tur,refugees,1982,300
tur,refugees,1983,540
tur,refugees,1984,1040
tur,refugees,1985,810
tur,refugees,1986,852
tur,refugees,1987,1084
tur,refugees,1988,150
tur,refugees,1989,2764
tur,refugees,1990,5508
tur,refugees,1991,6452
tur,refugees,1992,10089
tur,refugees,1993,16768
tur,refugees,1994,28873
tur,refugees,1995,44866
tur,refugees,1996,50354
tur,refugees,1997,47341
tur,refugees,1998,45019
tur,refugees,1999,44012
tur,refugees,2000,47155
tur,refugees,2001,47090
tur,refugees,2002,193704
tur,refugees,2003,185098
tur,refugees,2004,174578
tur,refugees,2005,170567
tur,refugees,2006,227232
tur,refugees,2007,221939
tur,refugees,2008,214378
tur,refugees,2009,146387
tur,refugees,2010,146794
tur,refugees,2011,139779
tur,refugees,2012,135372
tur,refugees,2013,66575
tur,refugees,2014,63892
tur,refugees,2015,59558
tur,refugees,2016,57925
tur,refugees,2017,61362
tur,refugees,2018,68797
tur,returned_refugees,1982,80
tur,returned_refugees,1985,310
tur,returned_refugees,1989,70
tur,returned_refugees,1996,129
tur,returned_refugees,1997,1171
tur,returned_refugees,1998,626
tur,returned_refugees,1999,108
tur,returned_refugees,2000,270
tur,returned_refugees,2001,39
tur,returned_refugees,2002,4
tur,returned_refugees,2003,35
tur,returned_refugees,2004,16
tur,returned_refugees,2005,21
tur,returned_refugees,2006,15
tur,returned_refugees,2007,164
tur,returned_refugees,2008,1
tur,returned_refugees,2009,26
tur,returned_refugees,2010,255
tuv,asylum_seekers,2001,1
tuv,asylum_seekers,2002,1
tuv,asylum_seekers,2011,1
tuv,asylum_seekers,2012,5
tuv,asylum_seekers,2013,2
tuv,asylum_seekers,2014,4
tuv,asylum_seekers,2015,1
tuv,asylum_seekers,2016,1
tuv,refugees,1995,3
tuv,refugees,1996,3
tuv,refugees,1997,3
tuv,refugees,1998,3
tuv,refugees,1999,3
tuv,refugees,2000,3
tuv,refugees,2001,3
tuv,refugees,2002,3
tuv,refugees,2003,3
tuv,refugees,2004,3
tuv,refugees,2006,3
tuv,refugees,2007,2
tuv,refugees,2008,2
tuv,refugees,2011,1
tuv,refugees,2012,1
tuv,refugees,2013,2
tuv,refugees,2014,2
tuv,refugees,2015,2
tuv,refugees,2016,2
tza,asylum_seekers,2000,808
tza,asylum_seekers,2001,821
tza,asylum_seekers,2002,2500
tza,asylum_seekers,2003,3572
tza,asylum_seekers,2004,4348
tza,asylum_seekers,2005,5250
tza,asylum_seekers,2006,225
tza,asylum_seekers,2007,2921
tza,asylum_seekers,2008,2901
tza,asylum_seekers,2009,203
tza,asylum_seekers,2010,212
tza,asylum_seekers,2011,559
tza,asylum_seekers,2012,812
tza,asylum_seekers,2013,1027
tza,asylum_seekers,2014,1085
tza,asylum_seekers,2015,1592
tza,asylum_seekers,2016,1233
tza,asylum_seekers,2017,1442
tza,asylum_seekers,2018,1648
tza,others_of_concern,1998,7320
tza,others_of_concern,1999,7320
tza,others_of_concern,2000,742
tza,others_of_concern,2009,155051
tza,others_of_concern,2010,162256
tza,others_of_concern,2015,15
tza,others_of_concern,2016,14
tza,others_of_concern,2017,10
tza,others_of_concern,2018,10
tza,refugees,1974,320
tza,refugees,1976,90
tza,refugees,1977,300
tza,refugees,1978,300
tza,refugees,1979,600
tza,refugees,1980,301
tza,refugees,1981,3001
tza,refugees,1982,501
tza,refugees,1983,501
tza,refugees,1984,501
tza,refugees,1985,1
tza,refugees,1987,2000
tza,refugees,1988,5
tza,refugees,1989,9
tza,refugees,1990,8
tza,refugees,1991,11
tza,refugees,1992,20
tza,refugees,1993,32
tza,refugees,1994,62
tza,refugees,1995,68
tza,refugees,1996,65
tza,refugees,1997,66
tza,refugees,1998,102
tza,refugees,1999,118
tza,refugees,2000,313
tza,refugees,2001,378
tza,refugees,2002,580
tza,refugees,2003,711
tza,refugees,2004,985
tza,refugees,2005,1549
tza,refugees,2006,1668
tza,refugees,2007,1255
tza,refugees,2008,1270
tza,refugees,2009,1204
tza,refugees,2010,1144
tza,refugees,2011,1163
tza,refugees,2012,1122
tza,refugees,2013,1040
tza,refugees,2014,858
tza,refugees,2015,820
tza,refugees,2016,594
tza,refugees,2017,638
tza,refugees,2018,698
tza,returned_refugees,1992,1
tza,returned_refugees,1996,6
tza,returned_refugees,1999,3
tza,returned_refugees,2000,9
tza,returned_refugees,2001,2000
tza,returned_refugees,2002,9
tza,returned_refugees,2003,7
tza,returned_refugees,2004,2
tza,returned_refugees,2006,4
tza,returned_refugees,2012,44
tza,returned_refugees,2016,6
uga,asylum_seekers,2000,1064
uga,asylum_seekers,2001,948
uga,asylum_seekers,2002,2043
uga,asylum_seekers,2003,2831
uga,asylum_seekers,2004,3214
uga,asylum_seekers,2005,4313
uga,asylum_seekers,2006,1348
uga,asylum_seekers,2007,3155
uga,asylum_seekers,2008,3140
uga,asylum_seekers,2009,909
uga,asylum_seekers,2010,951
uga,asylum_seekers,2011,1985
uga,asylum_seekers,2012,3091
uga,asylum_seekers,2013,3772
uga,asylum_seekers,2014,4795
uga,asylum_seekers,2015,6443
uga,asylum_seekers,2016,5323
uga,asylum_seekers,2017,10142
uga,asylum_seekers,2018,10934
uga,internally_displaced_persons,2006,1586174
uga,internally_displaced_persons,2007,1235992
uga,internally_displaced_persons,2008,853000
uga,internally_displaced_persons,2009,446300
uga,internally_displaced_persons,2010,125598
uga,internally_displaced_persons,2011,29776
uga,others_of_concern,2013,50000
uga,others_of_concern,2014,180000
uga,others_of_concern,2015,180003
uga,others_of_concern,2016,180002
uga,others_of_concern,2017,180000
uga,others_of_concern,2018,180000
uga,refugees,1973,950
uga,refugees,1974,2630
uga,refugees,1975,2510
uga,refugees,1976,3250
uga,refugees,1977,8000
uga,refugees,1978,8820
uga,refugees,1979,88710
uga,refugees,1980,224301
uga,refugees,1981,176691
uga,refugees,1982,271285
uga,refugees,1983,315346
uga,refugees,1984,293991
uga,refugees,1985,306060
uga,refugees,1986,238652
uga,refugees,1987,111071
uga,refugees,1988,21975
uga,refugees,1989,21358
uga,refugees,1990,58820
uga,refugees,1991,39386
uga,refugees,1992,32456
uga,refugees,1993,33415
uga,refugees,1994,31450
uga,refugees,1995,24166
uga,refugees,1996,28339
uga,refugees,1997,55241
uga,refugees,1998,13301
